SAMPLE,unsegmented_psm_area,intercept,std_error,t-value,p-value,mean,sd,sem,median,IQR,Date_of_imaging,Microscope,3:22985001,6:15880001,12:20650001,20:14055001,SUM_CAB_READS,SUM_KAGA_READS,TOTAL_READS,PROP_CAB_READS,PROP_KAGA_READS,SUM_GT_CAB,SUM_GT_HET,SUM_GT_KAGA,TOTAL_GT,PROP_CAB_GT,PROP_HET_GT,PROP_KAGA_GT
583,22141,60.1022298850575,0.0639498288635335,939.83410046825,1.54552773907518e-64,62.52,1.38,0.26,62.31,2.34,16_7_21,DB,0,-1,0,1,3208115,1480669,4688784,0.6842104477408215,0.3157895522591785,40813,34429,19745,94987,0.42966932317053913,0.36246012612252204,0.20787055070693886
584,23115,62.8644827586207,0.280139602197218,224.404126605292,4.00466385460732e-47,63.82,0.91,0.17,63.52,0.6,16_7_21,DB,0,NA,-1,1,3382725,2776318,6159043,0.5492289954786806,0.4507710045213193,25054,53102,21556,99712,0.25126363928112966,0.5325537548138639,0.21618260590500643
585,21446,61.3723678160919,0.758579057160335,80.9043793613724,9.69150321224123e-35,62.25,2.05,0.38,62.91,3.55,16_7_21,DB,1,NA,NA,1,3653961,1694127,5348088,0.6832275385146991,0.3167724614853009,27794,46281,24612,98687,0.2816379057018655,0.4689675438507605,0.24939455044737402
586,29300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,NA,0,4266297,1796405,6062702,0.7036956459347664,0.29630435406523364,38066,36460,13437,87963,0.43275013357889114,0.41449245705580756,0.15275740936530133
587,20950,60.4088045977011,0.346488655048043,174.345692759623,4.67488416672557e-44,65.13,2.83,0.53,65.33,5.73,16_7_21,DB,1,1,-1,1,3001022,1537387,4538409,0.661249790400116,0.338750209599884,36011,32745,26422,95178,0.3783542415264032,0.3440395889806468,0.27760616949295003
588,23805,63.7703448275862,0.1032596312707,617.572850520929,1.97240334725447e-59,65.07,0.79,0.15,64.72,0.91,16_7_21,DB,1,NA,NA,1,2556231,1684399,4240630,0.6027951035577261,0.3972048964422739,32970,40142,22620,95732,0.344398947060544,0.41931642501984706,0.23628462791960891
589,23770,59.7471954022989,0.11702007202406,510.572198161139,4.05942814955084e-57,61.8,1.2,0.22,61.56,2.26,16_7_21,DB,NA,-1,NA,NA,1392838,1006953,2399791,0.5803997098080624,0.41960029019193756,19032,31803,17602,68437,0.2780951824305566,0.4647047649663194,0.25720005260312406
590,21363,63.0197931034482,0.105572073943102,596.936204335746,5.10802604951102e-59,63.84,0.54,0.1,64.12,1.12,16_7_21,DB,1,-1,0,1,4180713,2982482,7163195,0.5836380274444574,0.4163619725555426,22826,49025,21901,93752,0.2434721392610291,0.5229221776602099,0.23360568307876098
591,25337,59.9954252873563,0.540205271132574,111.060421831079,1.39864859342743e-38,60.9,1.51,0.28,60.95,2.03,16_7_21,DB,0,-1,NA,1,5805479,4426163,10231642,0.5674044302957434,0.43259556970425667,29874,49019,25674,104567,0.2856924268650722,0.46878078169977144,0.2455267914351564
592,26489,61.4212183908046,0.353018858909996,173.988490531222,4.95094706808535e-44,65.97,2.74,0.51,64.57,5.04,21_7_21,AU,1,NA,1,1,4348175,3368366,7716541,0.563487578177839,0.436512421822161,24958,50135,26479,101572,0.24571732367187807,0.4935907533572244,0.2606919229708975
593,24741,66.0385057471264,0.054759983899341,1205.96284083132,1.43626173697788e-67,70.45,2.51,0.47,70.3,4.07,21_7_21,AU,0,NA,1,1,4588749,2282677,6871426,0.6678015596762593,0.3321984403237407,37198,35816,30239,103253,0.36026071881688665,0.34687611982218436,0.292863161360929
594,23046,65.5645287356322,0.0525003777202974,1248.83918140429,5.40018593391191e-68,69.51,2.24,0.42,69.55,3.47,21_7_21,AU,NA,NA,0,1,2907925,2231668,5139593,0.5657889642234317,0.4342110357765683,19084,43051,28056,90191,0.21159539200141922,0.47733144105287667,0.31107316694570414
595,17610,68.9827816091954,0.0918192722348962,751.288699312716,8.16231111326032e-62,70.09,0.67,0.12,70.15,0.6,21_7_21,AU,1,-1,0,1,4639447,2886407,7525854,0.6164678453767506,0.3835321546232494,24396,54799,20453,99648,0.2448217726396917,0.5499257385998716,0.20525248876043672
596,23014,68.710091954023,0.0742042355138139,925.959164975588,2.34386920602659e-64,71.26,1.46,0.27,71.36,2.26,21_7_21,AU,-1,NA,-1,NA,1572341,1235011,2807352,0.5600797477480558,0.4399202522519442,21692,34817,19135,75644,0.28676431706414257,0.4602744434456137,0.2529612394902438
597,23502,63.679816091954,0.108556136289811,586.607245507972,8.32703921526073e-59,65.97,1.33,0.25,66.38,2.34,21_7_21,AU,0,-1,0,1,3294111,3780919,7075030,0.4655967536533414,0.5344032463466586,18772,42694,32497,93963,0.19978076476911125,0.45437033726041104,0.34584889797047774
598,22893,62.7164597701149,0.210449827775316,298.011456854568,1.42666185439232e-50,67.29,2.65,0.49,67.89,5.35,21_7_21,AU,-1,NA,0,1,5237694,3667139,8904833,0.5881855392459353,0.4118144607540647,30937,46881,19585,97403,0.3176185538433108,0.4813096105869429,0.2010718355697463
599,25084,69.2535172413793,0.0877322573722793,789.373479215426,2.04419208488302e-62,71.68,1.4,0.26,71.81,2.11,21_7_21,AU,0,0,0,1,4106325,3007414,7113739,0.5772386363907925,0.42276136360920746,29507,47300,15693,92500,0.3189945945945946,0.5113513513513513,0.16965405405405407
600,20368,61.2219310344827,0.330714077471497,185.120426389346,8.73322966200306e-45,66.05,2.88,0.53,65.03,4.67,21_7_21,AU,1,NA,NA,1,3664419,2538110,6202529,0.5907943356653391,0.40920566433466093,31789,39452,17226,88467,0.3593317282150406,0.44595159777092025,0.19471667401403914
601,23975,57.9612698412698,0.589620115630591,98.302734768947,5.80227284882064e-35,64.58,4.04,0.78,63.67,4.15,21_7_21,DB,0,NA,0,1,3634682,2145641,5780323,0.628802577295421,0.37119742270457895,29781,44209,20515,94505,0.31512618379979895,0.46779535474313527,0.21707846145706577
602,22093,57.9224827586207,0.224068433398369,258.503537870686,7.64139630977226e-49,63.02,2.95,0.55,62.46,4.38,21_7_21,DB,1,NA,0,1,5522954,4138791,9661745,0.5716311080451824,0.4283688919548177,32537,38986,30855,102378,0.3178124206372463,0.3808044697102893,0.3013831096524644
603,21831,58.0626436781609,0.645262980687449,89.982914588254,4.98798643281362e-36,62.05,2.83,0.53,60.95,5.35,21_7_21,DB,0,-1,-1,1,6481294,2938785,9420079,0.6880296863752416,0.31197031362475836,38068,48655,12463,99186,0.3838041659105116,0.4905430201843002,0.12565281390518823
604,28377,58.8180689655173,0.455824566674666,129.036636604752,2.11278966271931e-40,63.17,2.74,0.51,62.16,2.86,21_7_21,DB,0,NA,0,1,4524747,2418900,6943647,0.6516383969403975,0.34836160305960256,31735,47041,12092,90868,0.3492428577717128,0.517684993617115,0.13307214861117225
605,24450,63.2670804597701,0.159686484690867,396.1955865097,4.92241965726139e-54,68.29,2.88,0.54,67.89,4.37,21_7_21,DB,0,0,-1,0,6283110,6234817,12517927,0.5019289535719452,0.4980710464280547,27646,48015,26200,101861,0.2714090770756227,0.471377661715475,0.2572132612089023
606,25963,60.2083448275862,0.242540421526694,248.240455956162,2.37462501357028e-48,64.07,2.28,0.42,64.88,4.45,21_7_21,DB,-1,NA,0,1,4311788,1517428,5829216,0.7396857484780115,0.26031425152198856,40238,38980,17949,97167,0.414111786923544,0.40116500457974413,0.18472320849671184
607,21375,61.739908045977,0.128657673638255,479.877385468435,2.30321314655481e-56,64.68,1.71,0.32,64.27,2.71,21_7_21,DB,-1,0,0,1,6315911,4361681,10677592,0.5915108013117565,0.40848919868824357,36427,53936,12550,102913,0.3539591693955088,0.5240931660723135,0.12194766453217766
608,29953,63.5011034482759,0.503971221982149,126.001447460675,4.10984264367873e-40,62.87,1.37,0.25,62.76,2.26,21_7_21,DB,1,-1,-1,NA,6549796,4813199,11362995,0.5764145808389426,0.42358541916105746,33845,39928,26042,99815,0.33907729299203526,0.40002003706857686,0.2609026699393879
609,27497,64.4152183908046,0.247484213728703,260.280110073679,6.30841826202735e-49,68.07,2.18,0.4,67.29,4.14,21_7_21,DB,0,NA,0,0,4849919,3946668,8796587,0.5513409916823423,0.44865900831765776,32532,39288,27455,99275,0.3276957945101989,0.3957491815663561,0.276555023923445
610,23043,70.8686206896552,0.139871817333768,506.668334197343,5.03257551290408e-57,69.33,0.95,0.18,69.7,1.81,22_7_21,DB,1,0,NA,1,6282197,3329378,9611575,0.6536074472706086,0.3463925527293914,38358,37784,25567,101709,0.37713476683479336,0.3714912151333707,0.2513740180318359
611,24776,65.3082068965517,0.139501592549126,468.153844720829,4.60325681157575e-56,66.12,0.59,0.11,65.93,0.3,22_7_21,DB,-1,0,0,1,4934848,5214068,10148916,0.48624385106744406,0.513756148932556,23405,46977,32029,102411,0.22853990294011386,0.458710490084073,0.31274960697581317
612,19630,64.006091954023,0.253451454577125,252.537875786962,1.46883886393043e-48,65.54,1.1,0.2,65.03,1.44,22_7_21,DB,1,NA,0,1,2517091,2530457,5047548,0.4986759907979082,0.5013240092020917,20814,39796,30734,91344,0.22786389910667368,0.43567174636538797,0.3364643545279383
613,24735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,1,NA,3696496,2193807,5890303,0.6275561715585769,0.37244382844142315,28385,36716,30283,95384,0.297586597332886,0.3849282898599346,0.3174851128071794
614,25293,65.6346436781609,0.121291102629498,541.133209734698,7.97292072669032e-58,67.37,1.03,0.19,67.74,1.81,22_7_21,DB,-1,-1,0,1,6944776,3783571,10728347,0.6473295466673478,0.3526704533326523,39564,33794,29917,103275,0.3830936819172113,0.3272234325829097,0.289682885499879
615,25009,63.8566896551724,0.268854517325492,237.513917528355,8.17497475093603e-48,64.37,0.76,0.14,64.27,1.21,22_7_21,DB,NA,1,0,0,6937612,4839783,11777395,0.589061672806253,0.410938327193747,24130,48348,30244,102722,0.23490586242479702,0.47066840598897997,0.294425731586223
616,26122,64.6362068965517,0.131668594145085,490.900714146986,1.21952645150229e-56,66.95,1.36,0.25,66.98,2.71,22_7_21,DB,0,NA,1,1,6318360,4632474,10950834,0.5769752331192309,0.42302476688076907,26031,43361,31386,100778,0.25830042271130604,0.4302625573041735,0.31143701998452045
617,22665,62.9274022988506,0.135917758651007,462.981459695989,6.28272690754801e-56,63.28,0.41,0.08,63.22,0.53,22_7_21,DB,0,-1,-1,1,6946491,4670546,11617037,0.5979572071604834,0.40204279283951666,27840,49637,25201,102678,0.27113890025127096,0.48342390775044314,0.2454371919982859
618,22886,65.1011724137931,0.149681273788745,434.931977567713,3.61434217343476e-55,65.09,0.39,0.07,65.03,0.61,22_7_21,DB,-1,1,NA,1,4904741,4800902,9705643,0.5053494137379667,0.49465058626203334,29639,42610,27555,99804,0.29697206524788583,0.426936796120396,0.2760911386317182
619,22792,65.3577931034482,0.218297598773495,299.397673042035,1.25286789815736e-50,65.39,0.57,0.11,65.33,0.9,22_7_21,DB,0,-1,0,1,8043333,5438008,13481341,0.5966270714463792,0.4033729285536209,24569,62555,16728,103852,0.2365770519585564,0.6023475715441204,0.16107537649732312
620,25182,67.9564923076923,0.174154200215078,390.208747327179,3.78380660939727e-47,65.11,1.67,0.33,65.48,3.53,23_8_21,DB,1,1,-1,0,5930744,5527357,11458101,0.5176026987369023,0.4823973012630976,37819,31991,32729,102539,0.36882552004603125,0.31198860921210464,0.31918587074186405
621,25337,59.7199999999999,0.770693903964888,77.4886108385784,2.95684376565299e-33,68.31,5.26,0.99,71.06,10.55,23_8_21,DB,0,-1,1,1,6369608,4224627,10594235,0.6012334066593765,0.3987665933406235,39411,38300,23989,101700,0.3875221238938053,0.37659783677482794,0.23588003933136675
622,23588,64.8685287356322,0.138898914860722,467.019694147199,4.92670699126159e-56,65.7,0.6,0.11,65.93,0.83,23_8_21,DB,1,1,1,0,6899767,4265561,11165328,0.6179636639425192,0.3820363360574808,32234,36273,32459,100966,0.3192559871639958,0.35925955272071786,0.3214844601152863
623,22053,61.1385517241379,0.0914801669309453,668.325756011016,2.16101953689338e-60,64.62,1.99,0.37,64.57,3.77,23_8_21,DB,1,-1,0,1,6402277,4979470,11381747,0.5625038932951154,0.4374961067048846,22653,52599,27130,102382,0.22125959641343204,0.5137524174171241,0.26498798616944386
624,23104,62.1066666666667,0.245768140280885,252.704303314847,1.44200360110121e-48,64.6,1.56,0.29,65.18,2.94,23_8_21,DB,1,0,1,1,7435858,3315581,10751439,0.691615141005776,0.3083848589942239,37082,47341,17333,101756,0.3644207712567318,0.4652403789457133,0.17033884979755493
625,22476,58.8811954022989,0.142600742243594,412.909459487362,1.54809000140004e-54,61.33,1.44,0.27,60.8,2.33,23_8_21,DB,0,-1,-1,1,7327730,4412618,11740348,0.6241493011961826,0.3758506988038174,36402,47743,18193,102338,0.3557036486935449,0.4665226992905861,0.17777365201586898
626,23027,61.8693103448276,0.113566059268629,544.786978990634,6.60380263148889e-58,62.07,0.32,0.06,62.01,0.6,23_8_21,DB,1,0,1,0,6657302,5297308,11954610,0.5568815712097677,0.4431184287902324,25318,44233,31399,100950,0.2507974244675582,0.4381674096087172,0.3110351659237246
627,22028,64.6034942528736,0.668889023489712,96.5832776202931,6.9155532554499e-37,63.43,1.88,0.35,63.67,3.47,23_8_21,DB,-1,-1,-1,1,7917965,3778882,11696847,0.6769315696785638,0.3230684303214362,44006,43671,15841,103518,0.42510481268958056,0.42186866052280764,0.1530265267876118
628,25932,59.8700459770115,0.0972380329576982,615.706058174347,2.14687437989466e-59,61.9,1.18,0.22,62.01,1.43,23_8_21,DB,0,-1,0,1,4912329,3702424,8614753,0.5702228491054822,0.4297771508945178,30295,48493,18961,97749,0.30992644426029936,0.49609714677388006,0.19397640896582063
629,26242,66.5067126436781,0.134945965525728,492.839577564089,1.09210156539011e-56,68.49,1.18,0.22,68.64,1.73,23_8_21,DB,0,NA,-1,0,5002291,3953805,8956096,0.5585347678274105,0.4414652321725895,25257,49159,21852,96268,0.26236132463539286,0.5106473594548552,0.22699131590975194
630,21698,55.1040689655172,0.137256717982551,401.467190644339,3.39996202596477e-54,57.2,1.24,0.23,57.64,2.41,28_8_21,AU,0,-1,0,1,6032801,3855728,9888529,0.6100807309155891,0.3899192690844108,32339,52496,13139,97974,0.3300773674648376,0.535815624553453,0.13410700798170944
631,24672,58.0125747126436,0.330979468334625,175.275448367063,4.02857905205347e-44,61.12,1.97,0.36,59.9,2.93,28_8_21,AU,1,0,1,1,8857596,6452084,15309680,0.578561798809642,0.421438201190358,33657,50736,17393,101786,0.33066433497730535,0.4984575481893384,0.17087811683335627
632,22725,62.6285747126437,0.160189884526972,390.964603648857,7.14121017179293e-54,61.41,0.81,0.15,61.41,1.73,28_8_21,AU,0,-1,-1,1,6484971,4792030,11277001,0.5750616675479588,0.4249383324520411,41212,34676,26748,102636,0.40153552359795786,0.33785416423087417,0.26061031217116803
633,22750,58.2989655172414,0.504920634511483,115.461641954178,4.72181243164975e-39,58.68,1.34,0.25,58.99,1.43,28_8_21,AU,-1,NA,0,1,4603301,4108570,8711871,0.5283940728690771,0.47160592713092286,30439,41096,26508,98043,0.31046581601950163,0.41916302030741615,0.2703711636730822
634,22384,58.6279770114943,0.0465031887861462,1260.73025402852,4.14163903822507e-68,61.65,1.72,0.32,61.71,2.63,28_8_21,AU,0,NA,-1,1,3178615,2822196,6000811,0.5296975692118948,0.47030243078810513,28506,37291,23855,89652,0.31796278945254985,0.4159527952527551,0.26608441529469506
635,21285,56.2868505747126,0.263136920221375,213.907081253968,1.53037057190365e-46,56.62,0.72,0.13,56.43,1.21,28_8_21,AU,NA,-1,1,1,4246085,4275427,8521512,0.49827835717417285,0.5017216428258272,26658,39877,30933,97468,0.27350515040833917,0.40912915008002626,0.31736569951163457
636,24624,56.2308965517241,0.195990844142217,286.905731733679,4.13047000417809e-50,58.13,1.19,0.22,58.39,1.65,28_8_21,AU,0,1,NA,NA,6031933,3519036,9550969,0.6315519399131124,0.3684480600868875,27774,46287,25227,99288,0.2797316896301668,0.4661892675852067,0.25407904278462656
637,23085,58.3008275862069,0.0948928122034353,614.386129280467,2.27982469391586e-59,59.65,0.8,0.15,59.9,1.44,28_8_21,AU,-1,-1,NA,1,6526560,4057092,10583652,0.616664266738929,0.38333573326107095,38266,37722,24998,100986,0.37892381122135743,0.37353692591052223,0.24753926286812034
638,22259,58.0029655172414,0.344074797780863,168.576617326627,1.19834856015422e-43,61.79,2.33,0.43,62.91,4.45,28_8_21,AU,0,-1,1,1,5182602,2922218,8104820,0.6394468970316429,0.3605531029683571,35720,41958,18259,95937,0.3723276733689817,0.437349510616342,0.1903228160146763
639,24485,58.1786666666667,0.131377156985855,442.837004555752,2.18287177616837e-55,59.98,1.08,0.2,60.05,2.12,28_8_21,AU,1,1,NA,1,5678770,5978097,11656867,0.48716091553588114,0.5128390844641189,25559,40324,34978,100861,0.253408155778745,0.39979774144614866,0.34679410277510636
640,25379,62.5871034482758,0.416034363371119,150.437341139644,2.89381853229277e-42,63.66,1.25,0.23,63.52,2.11,28_8_21,DB,0,-1,1,1,6610409,4314867,10925276,0.605056476376432,0.39494352362356794,28801,45857,26934,101592,0.2834967320261438,0.4513839672415151,0.26511930073234113
641,24350,61.93491954023,0.323430592653931,191.4936958561,3.38754494617562e-45,65.38,2.13,0.4,66.38,3.17,28_8_21,DB,-1,0,0,1,6839016,5273308,12112324,0.564632848328694,0.435367151671306,34059,45309,23441,102809,0.33128422608915564,0.4407104436382029,0.2280053302726415
642,24530,60.8291954022988,0.433452678817264,140.336415888073,2.02104409158278e-41,63.47,1.88,0.35,64.27,2.04,28_8_21,DB,1,NA,0,1,7210521,4032354,11242875,0.6413413828758213,0.3586586171241786,35250,44207,22806,102263,0.3446994514144901,0.43228733755121596,0.22301321103429392
643,24921,61.5001379310345,0.0353509050261875,1739.70476528044,5.02720758211055e-72,64.26,1.57,0.29,64.27,2.57,28_8_21,DB,0,NA,-1,1,6069117,4722771,10791888,0.562377685906303,0.43762231409369706,28070,44183,29419,101672,0.2760838775670785,0.4345640884412621,0.28935203399165943
644,25356,60.9563908045977,0.228181056453495,267.140453077099,3.04565463558901e-49,65.19,2.48,0.46,66.08,3.77,28_8_21,DB,-1,0,NA,NA,4776402,3404569,8180971,0.5838429203574979,0.4161570796425021,23702,53924,19353,96979,0.24440342754616978,0.5560379051134782,0.19955866734035205
645,24077,60.6009885057472,0.180337792725737,336.041534000092,4.94580145470356e-52,62.21,1.03,0.19,61.71,0.9,28_8_21,DB,NA,NA,0,NA,5655576,3594878,9250454,0.6113836142528788,0.38861638574712115,31161,48262,18446,97869,0.3183949973944763,0.4931285698229266,0.18847643278259715
646,22702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,3942620,4324446,8267066,0.4769068010343694,0.5230931989656306,21164,41672,34011,96847,0.21853025906842752,0.4302869474531994,0.3511827934783731
647,25099,61.6828505747126,0.0578636187851039,1066.00402584209,4.54259694377129e-66,63.91,1.27,0.24,63.82,2.12,28_8_21,DB,0,-1,NA,1,9191989,4199751,13391740,0.6863924329474735,0.3136075670525264,40892,51218,10462,102572,0.3986663026946925,0.4993370510470694,0.10199664625823812
648,25884,63.5848965517241,0.287390191645548,221.249362017708,5.95167205557706e-47,68.69,3,0.56,69.4,5.95,28_8_21,DB,-1,-1,0,1,5443518,5047863,10491381,0.5188561925260363,0.4811438074739636,22194,44092,33420,99706,0.22259442761719456,0.44222012717389125,0.3351854452089142
